,Splicing Gene,phenotype,Expression Gene,Pearson R,event_id,modality,gene_name,Correlation Direction,gene_type
28662,BRD8-event2,iPSC,ENSG00000004142,-0.526451498738,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,POLDIP2,(-) Negative,protein_coding
28668,BRD8-event2,iPSC,ENSG00000004766,-0.527198263939,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,CCDC132,(-) Negative,protein_coding
28679,BRD8-event2,iPSC,ENSG00000005022,0.580128206547,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,SLC25A5,(+) Positive,protein_coding
28681,BRD8-event2,iPSC,ENSG00000005075,0.501476277876,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,POLR2J,(+) Positive,protein_coding
28693,BRD8-event2,iPSC,ENSG00000005339,0.54924179556,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,CREBBP,(+) Positive,protein_coding
28717,BRD8-event2,iPSC,ENSG00000006327,-0.681059077254,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,TNFRSF12A,(-) Negative,protein_coding
28763,BRD8-event2,iPSC,ENSG00000008083,0.5986061031,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,JARID2,(+) Positive,protein_coding
28767,BRD8-event2,iPSC,ENSG00000008226,-0.511232060255,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,DLEC1,(-) Negative,protein_coding
28792,BRD8-event2,iPSC,ENSG00000009844,0.559870364744,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,VTA1,(+) Positive,protein_coding
28825,BRD8-event2,iPSC,ENSG00000011260,0.692528262973,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,UTP18,(+) Positive,protein_coding
28858,BRD8-event2,iPSC,ENSG00000013306,0.508686820699,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,SLC25A39,(+) Positive,protein_coding
28878,BRD8-event2,iPSC,ENSG00000015475,-0.507567709103,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,BID,(-) Negative,protein_coding
28961,BRD8-event2,iPSC,ENSG00000029364,0.653468025089,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,SLC39A9,(+) Positive,protein_coding
28978,BRD8-event2,iPSC,ENSG00000033030,-0.617689612501,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,ZCCHC8,(-) Negative,protein_coding
28986,BRD8-event2,iPSC,ENSG00000033867,-0.551516129759,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,SLC4A7,(-) Negative,protein_coding
29046,BRD8-event2,iPSC,ENSG00000042429,-0.513219976456,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,MED17,(-) Negative,protein_coding
29051,BRD8-event2,iPSC,ENSG00000043514,0.582178193172,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,TRIT1,(+) Positive,protein_coding
29089,BRD8-event2,iPSC,ENSG00000048740,0.532906799028,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,CELF2,(+) Positive,protein_coding
29091,BRD8-event2,iPSC,ENSG00000048991,0.508008859124,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,R3HDM1,(+) Positive,protein_coding
29099,BRD8-event2,iPSC,ENSG00000049618,0.543540105299,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,ARID1B,(+) Positive,protein_coding
29147,BRD8-event2,iPSC,ENSG00000054611,0.557641217864,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,TBC1D22A,(+) Positive,protein_coding
29149,BRD8-event2,iPSC,ENSG00000054690,-0.533019241641,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,PLEKHH1,(-) Negative,protein_coding
29165,BRD8-event2,iPSC,ENSG00000056050,0.580159536656,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,C4orf27,(+) Positive,protein_coding
29201,BRD8-event2,iPSC,ENSG00000060138,0.52568549663,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,YBX3,(+) Positive,protein_coding
29210,BRD8-event2,iPSC,ENSG00000060982,0.622789781519,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,BCAT1,(+) Positive,protein_coding
